code,tambon_th,tambon_en,amphoe_en,amphoe_th,province_en,province_th,lat,lng
"461301","สมเด็จ","Somdet","Amphoe Somdet","อำเภอสมเด็จ","Kalasin","กาฬสินธุ์","16.704281","103.754639"
"461302","หนองแวง","Nong Waeng","Amphoe Somdet","อำเภอสมเด็จ","Kalasin","กาฬสินธุ์","16.654011","103.691788"
"461303","แซงบาดาล","Saeng Badan","Amphoe Somdet","อำเภอสมเด็จ","Kalasin","กาฬสินธุ์","16.867241","103.736893"
"461304","มหาไชย","Maha Chai","Amphoe Somdet","อำเภอสมเด็จ","Kalasin","กาฬสินธุ์","16.822029","103.777130"
"461305","หมูม่น","Mu Mon","Amphoe Somdet","อำเภอสมเด็จ","Kalasin","กาฬสินธุ์","16.765829","103.685089"
"461306","ผาเสวย","Pha Saweo","Amphoe Somdet","อำเภอสมเด็จ","Kalasin","กาฬสินธุ์","16.798880","103.825989"
"461307","ศรีสมเด็จ","Sri Somdet","Amphoe Somdet","อำเภอสมเด็จ","Kalasin","กาฬสินธุ์","16.735920","103.723450"
"461308","ลำห้วยหลัว","Lam Huai Lua","Amphoe Somdet","อำเภอสมเด็จ","Kalasin","กาฬสินธุ์","16.699381","103.786377"
"461401","คำบง","Kham Bong","Amphoe Huai Phung","อำเภอห้วยผึ้ง","Kalasin","กาฬสินธุ์","16.714251","103.863380"
"461402","ไค้นุ่น","Khai Nun","Amphoe Huai Phung","อำเภอห้วยผึ้ง","Kalasin","กาฬสินธุ์","16.607430","103.935989"
"461403","นิคมห้วยผึ้ง","Nikom Huai Phung","Amphoe Huai Phung","อำเภอห้วยผึ้ง","Kalasin","กาฬสินธุ์","16.671749","103.915222"
"461404","หนองอีบุตร","Nong I-But","Amphoe Huai Phung","อำเภอห้วยผึ้ง","Kalasin","กาฬสินธุ์","16.591370","103.871498"
"461501","สำราญ","Samran","King Amphoe Sam Chai","กิ่งอำเภอสามชัย","Kalasin","กาฬสินธุ์","16.939211","103.520500"
"461502","สำราญใต้","Samran Tai","King Amphoe Sam Chai","กิ่งอำเภอสามชัย","Kalasin","กาฬสินธุ์","16.815941","103.483841"
"461503","คำสร้างเที่ยง","Kham Srang Thiang","King Amphoe Sam Chai","กิ่งอำเภอสามชัย","Kalasin","กาฬสินธุ์","16.808710","103.543121"
"461504","หนองช้าง","Samran Nong Chang","King Amphoe Sam Chai","กิ่งอำเภอสามชัย","Kalasin","กาฬสินธุ์","16.916830","103.564743"
"461601","นาคู","Na Khu","King Amphoe Na Khu","กิ่งอำเภอนาคู","Kalasin","กาฬสินธุ์","16.798571","104.045128"
"461602","สายนาวัง","Sai Na Wang","King Amphoe Na Khu","กิ่งอำเภอนาคู","Kalasin","กาฬสินธุ์","16.755680","104.059998"
"461603","โนนนาจาน","Non Na Chan","King Amphoe Na Khu","กิ่งอำเภอนาคู","Kalasin","กาฬสินธุ์","16.731710","103.987297"
"461604","บ่อแก้ว","Po Kaeo","King Amphoe Na Khu","กิ่งอำเภอนาคู","Kalasin","กาฬสินธุ์","16.790831","103.994453"
"461605","ภูแล่นช้าง","Phu Laen Chang","King Amphoe Na Khu","กิ่งอำเภอนาคู","Kalasin","กาฬสินธุ์","16.690390","103.971100"
"461701","ดอนจาน","Don Chan","King Amphoe Don Chan","กิ่งอำเภอดอนจาน","Kalasin","กาฬสินธุ์","16.423571","103.706543"
"461702","สะอาดไชยศรี","Sa-at Chai Sri","King Amphoe Don Chan","กิ่งอำเภอดอนจาน","Kalasin","กาฬสินธุ์","16.465990","103.772346"
"461703","ดงพยุง","Dong Pha Yung","King Amphoe Don Chan","กิ่งอำเภอดอนจาน","Kalasin","กาฬสินธุ์","16.534201","103.711342"
"461704","ม่วงนา","Muang Na","King Amphoe Don Chan","กิ่งอำเภอดอนจาน","Kalasin","กาฬสินธุ์","16.474091","103.632271"
"461705","นาจำปา","Na Cham Pa","King Amphoe Don Chan","กิ่งอำเภอดอนจาน","Kalasin","กาฬสินธุ์","16.488100","103.708931"
"461801","ฆ้องชัยพัฒนา","Kongchai Pattana","King Amphoe Kong Chai","กิ่งอำเภอฆ้องชัย","Kalasin","กาฬสินธุ์","16.254669","103.498199"
"461802","เหล่ากลาง","Kut Khong","King Amphoe Kong Chai","กิ่งอำเภอฆ้องชัย","Kalasin","กาฬสินธุ์","16.239740","103.453987"
"461803","โคกสะอาด","Khok Sa-at","King Amphoe Kong Chai","กิ่งอำเภอฆ้องชัย","Kalasin","กาฬสินธุ์","16.281389","103.432709"
"461804","โนนศิลาเลิง","Non Sila","King Amphoe Kong Chai","กิ่งอำเภอฆ้องชัย","Kalasin","กาฬสินธุ์","16.322180","103.487663"
"461805","ลำชี","Lam Chi","King Amphoe Kong Chai","กิ่งอำเภอฆ้องชัย","Kalasin","กาฬสินธุ์","16.215811","103.489166"
"470101","ธาตุเชิงชุม","That Choeng Shum","Amphoe Muang Sakon Nakhon","อำเภอเมืองสกลนคร","Sakon Nakhon","สกลนคร","17.185230","104.158119"
"470102","ขมิ้น","Kha Min","Amphoe Muang Sakon Nakhon","อำเภอเมืองสกลนคร","Sakon Nakhon","สกลนคร","17.211290","103.991478"
"470103","งิ้วด่อน","Ngiu Don","Amphoe Muang Sakon Nakhon","อำเภอเมืองสกลนคร","Sakon Nakhon","สกลนคร","17.123440","104.163887"
"470104","โนนหอม","Non Hom","Amphoe Muang Sakon Nakhon","อำเภอเมืองสกลนคร","Sakon Nakhon","สกลนคร","17.058310","104.200119"
"470106","เชียงเครือ","Chiang Khrua","Amphoe Muang Sakon Nakhon","อำเภอเมืองสกลนคร","Sakon Nakhon","สกลนคร","17.282631","104.131203"
"470107","ท่าแร่","Tha Rae","Amphoe Muang Sakon Nakhon","อำเภอเมืองสกลนคร","Sakon Nakhon","สกลนคร","17.247801","104.178909"
"470109","ม่วงลาย","Muang Lai","Amphoe Muang Sakon Nakhon","อำเภอเมืองสกลนคร","Sakon Nakhon","สกลนคร","17.116899","104.272278"
"470111","ดงชน","Dong Chon","Amphoe Muang Sakon Nakhon","อำเภอเมืองสกลนคร","Sakon Nakhon","สกลนคร","17.096060","104.238853"
"470112","ห้วยยาง","Huai Yang","Amphoe Muang Sakon Nakhon","อำเภอเมืองสกลนคร","Sakon Nakhon","สกลนคร","17.084169","104.028038"
"470113","พังขว้าง","Phang Khwang","Amphoe Muang Sakon Nakhon","อำเภอเมืองสกลนคร","Sakon Nakhon","สกลนคร","17.204281","104.057701"
"470115","ดงมะไฟ","Dong Ma Fai","Amphoe Muang Sakon Nakhon","อำเภอเมืองสกลนคร","Sakon Nakhon","สกลนคร","17.067801","104.109962"
"470116","ธาตุนาเวง","That Na Weng","Amphoe Muang Sakon Nakhon","อำเภอเมืองสกลนคร","Sakon Nakhon","สกลนคร","17.179211","104.107964"
"470117","เหล่าปอแดง","Lao Po Daeng","Amphoe Muang Sakon Nakhon","อำเภอเมืองสกลนคร","Sakon Nakhon","สกลนคร","17.137770","104.217247"
"470118","หนองลาด","Nong Lat","Amphoe Muang Sakon Nakhon","อำเภอเมืองสกลนคร","Sakon Nakhon","สกลนคร","17.321751","104.042664"
"470120","ฮางโฮง","Hang Hong","Amphoe Muang Sakon Nakhon","อำเภอเมืองสกลนคร","Sakon Nakhon","สกลนคร","17.223339","104.113640"
"470121","โคกก่อง","Kok Kong","Amphoe Muang Sakon Nakhon","อำเภอเมืองสกลนคร","Sakon Nakhon","สกลนคร","17.132931","104.300392"
"470201","กุสุมาลย์","Ku Su Man","Amphoe Ku Su Man","อำเภอกุสุมาลย์","Sakon Nakhon","สกลนคร","17.326481","104.345497"
"470202","นาโพธิ์","Na Pho","Amphoe Ku Su Man","อำเภอกุสุมาลย์","Sakon Nakhon","สกลนคร","17.343470","104.283386"
"470203","นาเพียง","Na Phiang","Amphoe Ku Su Man","อำเภอกุสุมาลย์","Sakon Nakhon","สกลนคร","17.367149","104.218063"
"470204","โพธิไพศาล","Phothi Phaisan","Amphoe Ku Su Man","อำเภอกุสุมาลย์","Sakon Nakhon","สกลนคร","17.379881","104.374184"
"470205","อุ่มจาน","Um Chan","Amphoe Ku Su Man","อำเภอกุสุมาลย์","Sakon Nakhon","สกลนคร","17.357071","104.134300"
"470301","กุดบาก","Kut Bak","Amphoe Kut Bak","อำเภอกุดบาก","Sakon Nakhon","สกลนคร","17.049801","103.769218"
"470303","นาม่อง","Na Mong","Amphoe Kut Bak","อำเภอกุดบาก","Sakon Nakhon","สกลนคร","17.096270","103.892662"
"470305","กุดไห","Kut Hai","Amphoe Kut Bak","อำเภอกุดบาก","Sakon Nakhon","สกลนคร","17.104570","103.725708"
"470401","พรรณา","Phan Na","Amphoe Phanna Nikhom","อำเภอพรรณานิคม","Sakon Nakhon","สกลนคร","17.356621","103.857399"
"470402","วังยาง","Wang Yang","Amphoe Phanna Nikhom","อำเภอพรรณานิคม","Sakon Nakhon","สกลนคร","17.344641","103.908920"
"470403","พอกน้อย","Phok Noi","Amphoe Phanna Nikhom","อำเภอพรรณานิคม","Sakon Nakhon","สกลนคร","17.316200","103.956444"
"470404","นาหัวบ่อ","Na Hua Bo","Amphoe Phanna Nikhom","อำเภอพรรณานิคม","Sakon Nakhon","สกลนคร","17.246920","103.942879"
"470405","ไร่","Rai","Amphoe Phanna Nikhom","อำเภอพรรณานิคม","Sakon Nakhon","สกลนคร","17.277491","103.854752"
"470406","ช้างมิ่ง","Chang Ming","Amphoe Phanna Nikhom","อำเภอพรรณานิคม","Sakon Nakhon","สกลนคร","17.337610","103.801567"
"470407","นาใน","Na Nai","Amphoe Phanna Nikhom","อำเภอพรรณานิคม","Sakon Nakhon","สกลนคร","17.202990","103.835190"
"470408","สว่าง","Sa Wang","Amphoe Phanna Nikhom","อำเภอพรรณานิคม","Sakon Nakhon","สกลนคร","17.371799","103.984756"
"470409","บะฮี","Ba Hi","Amphoe Phanna Nikhom","อำเภอพรรณานิคม","Sakon Nakhon","สกลนคร","17.423929","103.900146"
"470410","เชิงชุม","Choeng Chum","Amphoe Phanna Nikhom","อำเภอพรรณานิคม","Sakon Nakhon","สกลนคร","17.430840","103.999931"
"470501","พังโคน","Phang Khon","Amphoe Phang Khon","อำเภอพังโคน","Sakon Nakhon","สกลนคร","17.377800","103.698433"
"470502","ม่วงไข่","Muang Khai","Amphoe Phang Khon","อำเภอพังโคน","Sakon Nakhon","สกลนคร","17.408810","103.672768"
"470503","แร่","Rae","Amphoe Phang Khon","อำเภอพังโคน","Sakon Nakhon","สกลนคร","17.317350","103.751892"
"470504","ไฮหย่อง","Hai Yong","Amphoe Phang Khon","อำเภอพังโคน","Sakon Nakhon","สกลนคร","17.402870","103.762939"
"470505","ต้นผึ้ง","Ton Phung","Amphoe Phang Khon","อำเภอพังโคน","Sakon Nakhon","สกลนคร","17.426559","103.825302"
"470601","วาริชภูมิ","Waritchaphum","Amphoe Waritchaphum","อำเภอวาริชภูมิ","Sakon Nakhon","สกลนคร","17.229250","103.633018"
"470602","ปลาโหล","Pla Lo","Amphoe Waritchaphum","อำเภอวาริชภูมิ","Sakon Nakhon","สกลนคร","17.316481","103.679077"
"470603","หนองลาด","Nong Lat","Amphoe Waritchaphum","อำเภอวาริชภูมิ","Sakon Nakhon","สกลนคร","17.302891","103.578629"
"470604","คำบ่อ","Kham Bo","Amphoe Waritchaphum","อำเภอวาริชภูมิ","Sakon Nakhon","สกลนคร","17.215290","103.566330"
"470605","ค้อเขียว","Kho Khieo","Amphoe Waritchaphum","อำเภอวาริชภูมิ","Sakon Nakhon","สกลนคร","17.251490","103.523003"
